index,a1,intercept,shape,scale,penalty,score
115,0.001,1000,5,0.8,20298.640676584862,7.090239143159729e-07
116,0.001,1000,5,1,20692.857981037094,4.826034893651642e-07
117,0.001,1000,5,2,21009.199723680165,3.5629506411967837e-07
118,0.001,1000,5,5,21256.773843969488,2.818726639773902e-07
119,0.001,1000,7,0.2,17922.19018318379,8.554179683748852e-06
120,0.001,1000,7,0.4,19478.094549346057,1.6183431259100025e-06
121,0.001,1000,7,0.6,20408.83976782475,6.362586212791207e-07
122,0.001,1000,7,0.8,20567.864388010963,5.44773528877667e-07
123,0.001,1000,7,1,20962.44150052337,3.7253126507057674e-07
124,0.001,1000,7,2,21086.240194563965,3.311440944439692e-07
125,0.001,1000,7,5,21519.925425420934,2.2038638433484667e-07
126,0.003,100,0.1,0.2,13247.041180587996,0.003610956629141641
127,0.003,100,0.1,0.4,13271.861311360106,0.0034782701140338482
128,0.003,100,0.1,0.6,13293.429213317293,0.0033671266620524574
129,0.003,100,0.1,0.8,13333.885486698391,0.003168586587625882
130,0.003,100,0.1,1,13326.061789568954,0.003206000213923244
131,0.003,100,0.1,2,13349.682743447758,0.003094433147463457
132,0.003,100,0.1,5,13655.097508791505,0.001968357075844632
133,0.003,100,0.5,0.2,13368.462253709484,0.0030086447930521122
134,0.003,100,0.5,0.4,13999.058216956968,0.0011968055865818992
135,0.003,100,0.5,0.6,14179.3320378283,0.0009265834730246748
136,0.003,100,0.5,0.8,14377.282623500696,0.0007022048090762605
137,0.003,100,0.5,1,14767.23478283545,0.00041116525230534487
138,0.003,100,0.5,2,17395.797089913664,1.5527921773920192e-05
139,0.003,100,0.5,5,19721.674561225624,1.2621885624183716e-06
140,0.003,100,1,0.2,14061.024843256146,0.0010956213555488078
141,0.003,100,1,0.4,14327.728319165599,0.0007524077192806206
142,0.003,100,1,0.6,15357.325133495122,0.00018779690115190101
143,0.003,100,1,0.8,17109.7757882376,2.1632844623531796e-05
144,0.003,100,1,1,17511.959314157146,1.3592683631749898e-05
145,0.003,100,1,2,19646.896627520426,1.3618234173873765e-06
146,0.003,100,1,5,20218.789243760202,7.671796848872513e-07
147,0.003,100,2,0.2,13964.215394855866,0.001257966912374536
148,0.003,100,2,0.4,16954.98424356407,2.5944911259540585e-05
149,0.003,100,2,0.6,17608.903155617307,1.2171774585508062e-05
150,0.003,100,2,0.8,18796.447849865493,3.2997749239833607e-06
151,0.003,100,2,1,19618.00945717024,1.4024946358276664e-06
152,0.003,100,2,2,20071.245062325408,8.882060544193711e-07
153,0.003,100,2,5,21222.61499770717,2.9108651667251643e-07
154,0.003,100,5,0.2,16512.621909695124,4.402296211113679e-05
155,0.003,100,5,0.4,18981.280877037916,2.713249210547144e-06
156,0.003,100,5,0.6,19681.41174915652,1.3148465047524077e-06
157,0.003,100,5,0.8,19931.73496505661,1.0211697157228543e-06
158,0.003,100,5,1,20071.742215925275,8.87766161415775e-07
159,0.003,100,5,2,21163.558801135678,3.0776981007873135e-07
160,0.003,100,5,5,22255.573695433875,1.125185490710345e-07
161,0.003,100,7,0.2,17138.25752359493,2.0925060043222063e-05
162,0.003,100,7,0.4,19454.49584615172,1.6580605446512676e-06
163,0.003,100,7,0.6,19982.550995397483,9.704684047854018e-07
164,0.003,100,7,0.8,20434.297146178134,6.20591627222658e-07
165,0.003,100,7,1,20561.63380908457,5.480845918825597e-07
166,0.003,100,7,2,21389.098449161855,2.4897194451641433e-07
167,0.003,100,7,5,22187.815373935584,1.1959392828790714e-07
168,0.003,300,0.1,0.2,11182.678045057124,0.10692606130334181
169,0.003,300,0.1,0.4,12110.283080031963,0.021722714810353195
170,0.003,300,0.1,0.6,12156.792258866808,0.020119634802992933
171,0.003,300,0.1,0.8,12219.663662684285,0.01814742253994376
172,0.003,300,0.1,1,13212.841893225737,0.003802552651782006
173,0.003,300,0.1,2,13503.709167619332,0.002460019118323654
174,0.003,300,0.1,5,13923.249695206801,0.0013340981004489817
175,0.003,300,0.5,0.2,12136.251729534388,0.02081174424696452
176,0.003,300,0.5,0.4,13782.038008805877,0.0016358035034784056
177,0.003,300,0.5,0.6,13943.064975748019,0.0012966864590054478
178,0.003,300,0.5,0.8,14258.424356651176,0.0008290281562648701
179,0.003,300,0.5,1,15992.956562732332,8.344971276444094e-05
180,0.003,300,0.5,2,17047.262366417046,2.3275932841613552e-05
181,0.003,300,0.5,5,18372.951460080152,5.2050085435618305e-06
182,0.003,300,1,0.2,13372.7172189139,0.0029895565907066537
183,0.003,300,1,0.4,14100.02847308693,0.0010365737506044326
184,0.003,300,1,0.6,16253.839097056205,6.03782993357305e-05
185,0.003,300,1,0.8,16565.974653091074,4.127244043758297e-05
186,0.003,300,1,1,16986.977400016724,2.4984911775287077e-05
187,0.003,300,1,2,17952.21123084202,8.272580600453214e-06
188,0.003,300,1,5,19420.255430966252,1.7175177890979601e-06
189,0.003,300,2,0.2,13953.531763195146,0.0012773711214416601
190,0.003,300,2,0.4,16179.982755577135,6.613615032901294e-05
191,0.003,300,2,0.6,16799.378333320783,3.119864869233021e-05
192,0.003,300,2,0.8,17253.37104136885,1.8302935858155333e-05
193,0.003,300,2,1,17499.47497260585,1.3787947480365994e-05
194,0.003,300,2,2,18408.032009396255,5.010173701795695e-06
195,0.003,300,2,5,20048.44900285222,9.086244031596382e-07
196,0.003,300,5,0.2,15900.992862518038,9.365158829424551e-05
197,0.003,300,5,0.4,17266.52805288832,1.8026010868038996e-05
198,0.003,300,5,0.6,17897.287605401496,8.795401244522262e-06
199,0.003,300,5,0.8,18284.784981525983,5.730636306660254e-06
200,0.003,300,5,1,18471.75260735779,4.675606259480846e-06
201,0.003,300,5,2,19702.04729000912,1.2875759523665435e-06
202,0.003,300,5,5,20431.337420695054,6.223921073114025e-07
203,0.003,300,7,0.2,16420.90335412068,4.92106497348327e-05
204,0.003,300,7,0.4,17776.571560955614,1.0070241613671251e-05
205,0.003,300,7,0.6,18182.525246970654,6.41085589068587e-06
206,0.003,300,7,0.8,18500.395097975106,4.5329396018755375e-06
207,0.003,300,7,1,19120.814683841887,2.343538821344116e-06
208,0.003,300,7,2,20277.540927544876,7.23926154165183e-07
209,0.003,300,7,5,20399.742833080334,6.419573098023997e-07
210,0.003,1000,0.1,0.2,12115.591633156668,0.021533145131865578
211,0.003,1000,0.1,0.4,13247.772227633255,0.0036069734752615826
212,0.003,1000,0.1,0.6,13702.779952897155,0.0018358040657062253
213,0.003,1000,0.1,0.8,13790.88613297763,0.0016149405778001032
214,0.003,1000,0.1,1,13888.279032293238,0.0014029149123138424
215,0.003,1000,0.1,2,16445.363135581938,4.7767294672129035e-05
216,0.003,1000,0.1,5,18045.52836563468,7.4577522035767815e-06
217,0.003,1000,0.5,0.2,13766.204494450849,0.0016738466497455424
218,0.003,1000,0.5,0.4,16370.164116837992,5.235272984110076e-05
219,0.003,1000,0.5,0.6,17370.06615156119,1.5994495716434643e-05
220,0.003,1000,0.5,0.8,17961.613469288455,8.186402160178537e-06
221,0.003,1000,0.5,1,18215.716611778134,6.181228184829187e-06
222,0.003,1000,0.5,2,19660.231384965195,1.3434685480123885e-06
223,0.003,1000,0.5,5,20580.51572253257,5.381147927957543e-07
224,0.003,1000,1,0.2,14035.764419469604,0.0011357391445987557
225,0.003,1000,1,0.4,17545.03449536038,1.3089271366785589e-05
226,0.003,1000,1,0.6,18268.567504857885,5.833243608294919e-06
227,0.003,1000,1,0.8,18308.11750736019,5.586324710649855e-06
228,0.003,1000,1,1,18754.18896963007,3.4517095646569197e-06
229,0.003,1000,1,2,19869.714026809314,1.0868451403601541e-06
230,0.003,1000,1,5,20629.308135964548,5.132237460701186e-07
231,0.003,1000,2,0.2,16853.477235961516,2.925564143461613e-05
232,0.003,1000,2,0.4,17766.391117390755,1.0186280409329335e-05
233,0.003,1000,2,0.6,18407.114881694677,5.015168666760691e-06
234,0.003,1000,2,0.8,19194.77208643858,2.169405836512248e-06
235,0.003,1000,2,1,19664.619071036395,1.3374859862203485e-06
236,0.003,1000,2,2,20443.737492955344,6.148852630825867e-07
237,0.003,1000,2,5,20805.27717068528,4.3304186259158316e-07
238,0.003,1000,5,0.2,17357.47520537427,1.6228146847298106e-05
239,0.003,1000,5,0.4,18700.58701454929,3.6550659157382554e-06
240,0.003,1000,5,0.6,19650.594494182606,1.356707186521476e-06
241,0.003,1000,5,0.8,20343.397150812572,6.784696849239607e-07
242,0.003,1000,5,1,20632.159464537992,5.118070743032193e-07
243,0.003,1000,5,2,20870.94739120021,4.0659003712292885e-07
244,0.003,1000,5,5,21405.214825269697,2.4524952987313357e-07
245,0.003,1000,7,0.2,18226.134852111096,6.110945571183792e-06
246,0.003,1000,7,0.4,19390.499417023722,1.7710062908616013e-06
247,0.003,1000,7,0.6,20159.45057508423,8.136285252002657e-07
248,0.003,1000,7,0.8,20774.874864573627,4.4589404194374836e-07
249,0.003,1000,7,1,20766.93908574368,4.493142781245704e-07
250,0.003,1000,7,2,20964.683120774702,3.7173542578162045e-07
251,0.003,1000,7,5,21292.41573100077,2.725845633039315e-07
252,0.01,100,0.1,0.2,13279.380378744136,0.00343909186640764
253,0.01,100,0.1,0.4,13301.28097962814,0.0033275964011513105
254,0.01,100,0.1,0.6,13314.742747013552,0.003260951969950027
255,0.01,100,0.1,0.8,13339.239739869163,0.003143246496502325
256,0.01,100,0.1,1,13354.943222085725,0.003070146365450329
257,0.01,100,0.1,2,13344.176092885762,0.0031200726914466423
258,0.01,100,0.1,5,13591.959854040917,0.002159525506141078
259,0.01,100,0.5,0.2,13413.425466802873,0.002813234871143961
260,0.01,100,0.5,0.4,13984.742960476486,0.001221547139347277
261,0.01,100,0.5,0.6,14154.717802262061,0.0009593469338329118
262,0.01,100,0.5,0.8,14312.532355302961,0.0007685468922097008
263,0.01,100,0.5,1,14683.686573103241,0.0004605723731762256
264,0.01,100,0.5,2,17113.484156557566,2.153928375094631e-05
265,0.01,100,0.5,5,19679.198295856444,1.317807461990129e-06
266,0.01,100,1,0.2,14030.123915754684,0.0011449060867902853
267,0.01,100,1,0.4,14311.626411729963,0.0007695204768474465
268,0.01,100,1,0.6,15256.900654022334,0.00021412808535634594
269,0.01,100,1,0.8,16591.89801065938,4.0001714930222084e-05
270,0.01,100,1,1,17287.06470836449,1.760252003425221e-05
271,0.01,100,1,2,19687.42969549669,1.306831502046527e-06
272,0.01,100,1,5,20253.742008486704,7.411302281596145e-07
273,0.01,100,2,0.2,13916.322196018276,0.0013474432933431293
274,0.01,100,2,0.4,16708.317289254996,3.47812929579282e-05
275,0.01,100,2,0.6,17381.010385503214,1.5794272207784987e-05
276,0.01,100,2,0.8,18298.59427552695,5.644759489765212e-06
277,0.01,100,2,1,19622.93616922505,1.3954689478390784e-06
278,0.01,100,2,2,20000.15346197785,9.535279754500472e-07
279,0.01,100,2,5,21073.103610197726,3.352972186129386e-07
280,0.01,100,5,0.2,16469.806180719184,4.636926724040044e-05
281,0.01,100,5,0.4,18927.69900274482,2.8710686721309714e-06
282,0.01,100,5,0.6,19582.428825804855,1.4543497658683754e-06
283,0.01,100,5,0.8,19976.414801413088,9.76447847992563e-07
284,0.01,100,5,1,20049.978073019032,9.072395195037804e-07
285,0.01,100,5,2,21152.35621547526,3.110462488783937e-07
286,0.01,100,5,5,22301.716590528627,1.0795285927948767e-07
287,0.01,100,7,0.2,16800.27426712712,3.116538998817978e-05
288,0.01,100,7,0.4,19331.483892505137,1.882331722850767e-06
289,0.01,100,7,0.6,19934.22267559456,1.0186239779860272e-06
290,0.01,100,7,0.8,20195.359351074934,7.851783099746947e-07
291,0.01,100,7,1,20560.01715487167,5.48947164568533e-07
292,0.01,100,7,2,21426.209426298905,2.404878222121222e-07
293,0.01,100,7,5,22283.56489082727,1.0972525615600428e-07
294,0.01,300,0.1,0.2,11125.72731341705,0.11842183122714862
295,0.01,300,0.1,0.4,11709.841309239055,0.04255786260867932
296,0.01,300,0.1,0.6,12152.698461268083,0.020255620787108172
297,0.01,300,0.1,0.8,12182.44058796996,0.019289188566868527
298,0.01,300,0.1,1,12186.947568173944,0.019147018042816447
299,0.01,300,0.1,2,13306.320600234261,0.0033024810854406883
300,0.01,300,0.1,5,13914.881927990753,0.001350235396022985
301,0.01,300,0.5,0.2,12239.197537481554,0.01757685277914495
302,0.01,300,0.5,0.4,13284.272622622904,0.0034138497729785293
303,0.01,300,0.5,0.6,13794.80010096768,0.001605801166705517
304,0.01,300,0.5,0.8,14116.591808949024,0.0010125182518387474
305,0.01,300,0.5,1,15817.718953222366,0.00010402145018388363
306,0.01,300,0.5,2,16938.06812419489,2.6468083437585933e-05
307,0.01,300,0.5,5,18229.99033356203,6.085149221702473e-06
308,0.01,300,1,0.2,13231.91287593032,0.0036944291894845036
309,0.01,300,1,0.4,13917.912218732052,0.00134436791570405
310,0.01,300,1,0.6,16202.500091730664,6.432197165366091e-05
311,0.01,300,1,0.8,16645.503412822833,3.750259478010264e-05
312,0.01,300,1,1,16640.726085758957,3.771851280624166e-05
313,0.01,300,1,2,17850.642106133728,9.26665821171831e-06
314,0.01,300,1,5,18637.658875709407,3.909964624012308e-06
315,0.01,300,2,0.2,13869.000740147589,0.001442436067852161
316,0.01,300,2,0.4,15938.048072654474,8.939173192563131e-05
317,0.01,300,2,0.6,16894.246806313848,2.7875541390212324e-05
318,0.01,300,2,0.8,17103.305074173975,2.17971218830104e-05
319,0.01,300,2,1,17251.6258880263,1.8340001517379457e-05
320,0.01,300,2,2,18416.637629886704,4.963558467307239e-06
321,0.01,300,2,5,19668.994879854257,1.3315474721887176e-06
322,0.01,300,5,0.2,15842.536504138725,0.00010081047710570574
323,0.01,300,5,0.4,17135.358350946997,2.099598119780526e-05
324,0.01,300,5,0.6,17770.372613689207,1.0140732204109985e-05
325,0.01,300,5,0.8,18021.909650575966,7.655681160200161e-06
326,0.01,300,5,1,18467.478445495035,4.6972966041286405e-06
327,0.01,300,5,2,19656.966529645426,1.3479383711968212e-06
328,0.01,300,5,5,20161.994836012305,8.115775341977328e-07
329,0.01,300,7,0.2,16588.852633359424,4.0148841445903524e-05
330,0.01,300,7,0.4,17399.620572157175,1.5459820340208973e-05
331,0.01,300,7,0.6,18044.11743510108,7.469423808363693e-06
332,0.01,300,7,0.8,18446.361234670137,4.806022688616511e-06
333,0.01,300,7,1,18722.940704177345,3.568771666697236e-06
334,0.01,300,7,2,20150.56285699121,8.208359480274906e-07
335,0.01,300,7,5,20311.920500681576,6.998101521969543e-07
336,0.01,1000,0.1,0.2,12070.002947100806,0.02321947934509209
337,0.01,1000,0.1,0.4,13016.801655531397,0.005127601358115643
338,0.01,1000,0.1,0.6,13379.333762371429,0.0029601263124512584
339,0.01,1000,0.1,0.8,13848.456601298622,0.0014858415988785898
340,0.01,1000,0.1,1,13940.010488555095,0.0013023808129407812
341,0.01,1000,0.1,2,15844.965224927213,0.00010050188153854132
342,0.01,1000,0.1,5,18139.16093194107,6.724439982899916e-06
343,0.01,1000,0.5,0.2,13797.146677560188,0.001600347787926434
344,0.01,1000,0.5,0.4,16044.900332174933,7.820950303572426e-05
345,0.01,1000,0.5,0.6,17264.092162763453,1.807694698198744e-05
346,0.01,1000,0.5,0.8,17711.03580209496,1.084228404611128e-05
347,0.01,1000,0.5,1,18054.309547266203,7.385541005135212e-06
348,0.01,1000,0.5,2,19435.418357499137,1.6909163767040505e-06
349,0.01,1000,0.5,5,20440.8409097432,6.166302657041884e-07
350,0.01,1000,1,0.2,14154.498452768912,0.0009596443138454007
351,0.01,1000,1,0.4,17060.24520195686,2.2924222905330627e-05
352,0.01,1000,1,0.6,18393.261133756732,5.09125988641839e-06
353,0.01,1000,1,0.8,18244.995408845498,5.985836245800681e-06
354,0.01,1000,1,1,18385.14265554441,5.136412797470396e-06
355,0.01,1000,1,2,19961.691986286605,9.909528688078164e-07
356,0.01,1000,1,5,20529.955382995286,5.652491127148518e-07
357,0.01,1000,2,0.2,16664.960437793387,3.66365238458852e-05
358,0.01,1000,2,0.4,17729.892529790606,1.0613971998980337e-05
359,0.01,1000,2,0.6,18482.497581799442,4.621541306626946e-06
360,0.01,1000,2,0.8,19203.04286136359,2.150794784538729e-06
361,0.01,1000,2,1,19610.110307280196,1.4138367567203795e-06
362,0.01,1000,2,2,20190.73590584941,7.887820785055976e-07
363,0.01,1000,2,5,20957.66062238334,3.742345960379203e-07
364,0.01,1000,5,0.2,17248.610996878448,1.8404221203563433e-05
365,0.01,1000,5,0.4,18568.475580111608,4.2118702425906154e-06
366,0.01,1000,5,0.6,19746.876582566194,1.2303587523066227e-06
367,0.01,1000,5,0.8,20334.02511490837,6.847513347580178e-07
368,0.01,1000,5,1,20526.695677458,5.670470913694902e-07
369,0.01,1000,5,2,20942.14881880237,3.7981767513387383e-07
370,0.01,1000,5,5,21405.11496861064,2.452724130803494e-07
371,0.01,1000,7,0.2,18017.24919189146,7.695383999065132e-06
372,0.01,1000,7,0.4,19352.914806107186,1.8410784899042594e-06
373,0.01,1000,7,0.6,20234.228615517375,7.555565052538715e-07
374,0.01,1000,7,0.8,20642.576112889954,5.066664040786e-07
375,0.01,1000,7,1,20871.836538798914,4.0624375970348685e-07
376,0.01,1000,7,2,20966.070353543517,3.712438128670118e-07
377,0.01,1000,7,5,21447.988015794723,2.3565075406086676e-07
378,0.03,100,0.1,0.2,13293.855327930196,0.0033649687552302562
379,0.03,100,0.1,0.4,13302.946883022682,0.003319272133942117
380,0.03,100,0.1,0.6,13341.301912868606,0.003133543682283625
381,0.03,100,0.1,0.8,13329.394759092858,0.003190005254741386
382,0.03,100,0.1,1,13363.070417171395,0.003033017115856532
383,0.03,100,0.1,2,13374.355863694618,0.0029822394181350954
384,0.03,100,0.1,5,13570.025695663571,0.0022304197371180706
385,0.03,100,0.5,0.2,13405.392906085199,0.002847141491276608
386,0.03,100,0.5,0.4,14048.893488790429,0.001114698974260574
387,0.03,100,0.5,0.6,14159.675767346373,0.000952650989408752
388,0.03,100,0.5,0.8,14203.45927938496,0.0008956068154150676
389,0.03,100,0.5,1,14333.502023315608,0.0007463692846429748
390,0.03,100,0.5,2,16263.751269206197,5.964657689275448e-05
391,0.03,100,0.5,5,18051.05720560491,7.412200343105991e-06
392,0.03,100,1,0.2,14128.361833291925,0.0009957809718675432
393,0.03,100,1,0.4,14241.369161864039,0.0008491122657265939
394,0.03,100,1,0.6,14700.411738561597,0.0004502046969632168
395,0.03,100,1,0.8,15475.167406447974,0.00016117322049634947
396,0.03,100,1,1,16317.413027723385,5.584365926664801e-05
397,0.03,100,1,2,18348.481287374485,5.3456132374944595e-06
398,0.03,100,1,5,20379.40753186334,6.548908434475436e-07
399,0.03,100,2,0.2,13896.268436563554,0.0013868711143616853
400,0.03,100,2,0.4,15331.029652021825,0.0001943450697103739
401,0.03,100,2,0.6,17187.73826337801,1.9752649994843485e-05
402,0.03,100,2,0.8,17665.262475788135,1.1418212101048952e-05
403,0.03,100,2,1,18722.931957243603,3.568805011846289e-06
404,0.03,100,2,2,20086.4729603034,8.748353241438275e-07
405,0.03,100,2,5,20608.13785017966,5.238717569196358e-07
406,0.03,100,5,0.2,16105.688224582389,7.251272824849821e-05
407,0.03,100,5,0.4,18804.800692097255,3.270583972510604e-06
408,0.03,100,5,0.6,19558.089659559726,1.4909783786510934e-06
409,0.03,100,5,0.8,20100.57424690553,8.626422076358835e-07
410,0.03,100,5,1,20135.16826011714,8.334791438322786e-07
411,0.03,100,5,2,21087.39852538467,3.30780489313991e-07
412,0.03,100,5,5,21516.825012509984,2.2102237495110795e-07
413,0.03,100,7,0.2,16755.507117947156,3.2873690925550444e-05
414,0.03,100,7,0.4,19278.244333771378,1.98907150141963e-06
415,0.03,100,7,0.6,20034.051452419204,9.217736808811682e-07
416,0.03,100,7,0.8,20185.130955947345,7.931741887381105e-07
417,0.03,100,7,1,20310.078173657952,7.010808423227628e-07
418,0.03,100,7,2,21348.345542777195,2.5865181308342164e-07
419,0.03,100,7,5,21600.65176541601,2.0448567530750312e-07
420,0.03,300,0.1,0.2,11073.291022071115,0.13015645785545257
421,0.03,300,0.1,0.4,11501.23163928962,0.060969550340585994
422,0.03,300,0.1,0.6,11574.668239966182,0.05368203399780421
