index,a1,intercept,shape,scale,penalty,score
0,0.002664673061617955,88.3593831094208,0.1,0.2,4366.266,15768711.15262186
1,0.002927347672335739,93.00602852046111,0.1,0.4,4393.213,13942954.138445934
2,0.0032658116842300025,111.27886756135831,0.1,0.6,4541.465,7179274.672432346
3,0.0030598294531244807,89.13351819781533,0.1,0.8,4422.197,12224702.180003049
4,0.0034722556378959653,102.33654199768577,0.1,1,4484.12,9256684.77118332
5,0.0029791554697069593,117.94426717504359,0.1,3,4585.146,5928388.003675982
6,0.0038157602250827906,100.62663879092813,0.3,0.2,4480.872,9391808.705311133
7,0.003360934210067146,96.09762074385128,0.3,0.4,4327.597,18839257.35399386
8,0.003478925098740116,90.27883499550896,0.3,0.6,4278.683,23648182.514423337
9,0.0020071629362397353,105.94574055716264,0.3,0.8,4450.168,10776354.507332206
10,0.0029354545125973783,86.73638137564835,0.3,1,4106.617,53742267.58368697
11,0.0036566915296594796,104.70262485688687,0.3,3,4580.57,6047968.383700615
12,0.002278056865790473,103.77487894352168,1,0.2,4265.87,25110055.424867757
13,0.003815211604280288,101.23684375598357,1,0.4,3723.156,381746733.6539507
14,0.004049645995223025,101.06373057545439,1,0.6,4002.141,89981306.51994331
15,0.002682215135459301,86.55585706072303,1,0.8,4160.121,41484011.75725527
16,0.0036231507856507423,94.88476312070584,1,1,4841.544,1996743.7715226142
17,0.0035093511904611173,88.41274156969165,1,3,7008.047,1224.7850708633405
18,0.002974909868430251,106.80994831926199,3,0.2,3760.091,313352300.15851593
19,0.0025254644988165066,97.70653392029823,3,0.4,5115.131,665066.0642259958
20,0.003218882613317433,119.8865869390007,3,0.6,7788.383,148.27024218114764
21,0.002315876196684091,90.56815417392919,3,0.8,7429.349,381.0524834118942
22,0.0027284280884477593,116.25620736184715,3,1,9416.305,3.329581557667071
23,0.002663230362534225,81.54628567838255,3,3,9231.062,4.954121370174184
24,0.0033274408780332356,99.23648778633245,5,0.2,4557.811,6681496.662615436
25,0.0021144387638922218,90.42717722519006,5,0.4,7091.882,965.5393602392073
26,0.0031449146578763913,73.73512364232796,5,0.6,7092.79,963.070249115694
27,0.002334589051313881,91.71468238318883,5,0.8,9038.598,7.550549803460799
28,0.0022266036295732644,110.64080353003598,5,1,10570.634,0.3295939873565676
29,0.003016673537738706,91.86258460422697,5,3,10962.975,0.15901259501614948
30,0.0037416347732109017,329.59235160438095,0.1,0.2,6386.998,7835.45817461015
31,0.00230434348642427,300.44979054694676,0.1,0.4,6223.631,13155.982671565052
32,0.0026758983038088205,299.90127867029565,0.1,0.6,6226.65,13028.994648840573
33,0.003123247898383584,274.6890679215588,0.1,0.8,6064.517,22083.893494440432
34,0.0034969189713665357,287.8315808582089,0.1,1,6439.725,6647.426811032935
35,0.0026730056889086797,278.6435675103892,0.1,3,6981.182,1322.5764796221256
36,0.002724769234710713,345.5977463636829,0.3,0.2,6349.124,8825.185021882693
37,0.0025076451130749975,269.48100557623013,0.3,0.4,6432.081,6807.221808442059
38,0.0030941161865681386,327.24104580893567,0.3,0.6,7130.912,865.1640396659609
39,0.0024510720061093443,315.4688367176154,0.3,0.8,7281.49,569.6326207071857
40,0.003660615250221577,331.52311556988747,0.3,1,7983.331,90.43098848348534
41,0.0028730141580509115,376.77397480069646,0.3,3,11466.83,0.06473401146756141
42,0.0023277905596041405,310.6370620329684,1,0.2,6620.187,3824.6778259330977
43,0.0032124214109838173,312.4837719867289,1,0.4,7497.087,317.7964101099486
44,0.004080684875039419,267.63984859630966,1,0.6,7761.888,158.7276417437909
45,0.0022400598111067364,287.3995508977198,1,0.8,9163.003,5.744383484542626
46,0.002370484365742505,280.55771319304074,1,1,10025.193,0.9509225715575437
47,0.003697622252773125,286.40563273108324,1,3,13160.338,0.004117741978729386
48,0.0021054614114943606,328.78430864038603,3,0.2,7510.657,306.5077234075744
49,0.0033324930115783045,265.5601197510009,3,0.4,9735.055,1.7109283011173815
50,0.0035155741829627826,273.0329239626855,3,0.6,11435.116,0.06842085696388729
51,0.0027616105973710097,250.46383378059335,3,0.8,11939.424,0.028862403376789688
52,0.0029974115566348937,285.2924239714502,3,1,13104.155,0.0044855899667736255
53,0.003420531725833052,315.2935943548954,3,3,15910.648,9.252149588029186e-05
54,0.0033914583610740326,329.5226003172151,5,0.2,9258.616,4.6674379905957375
55,0.002960570325208372,268.5304597742982,5,0.4,11556.819,0.05536480436129478
56,0.00405560510293019,278.01225849584034,5,0.6,12977.811,0.005444664177759443
57,0.0028318230357254766,236.87054396104827,5,0.8,13022.97,0.005079245421783371
58,0.002603899002843674,324.73623339088863,5,1,14658.487,0.00047666918379073744
59,0.0026351711963475914,307.587568764607,5,3,16620.33,3.865513098484412e-05
60,0.0038154643166747266,995.311824326242,0.1,0.2,8048.145,76.92794911479416
61,0.0041943210649560605,1004.2357981283241,0.1,0.4,8944.245,9.313786164748686
62,0.0026451805324636964,1045.055912544263,0.1,0.6,10097.386,0.8237981773379681
63,0.002802267506420352,993.7575816734566,0.1,0.8,10275.635,0.5805326009468308
64,0.002920686989953223,924.2031420075356,0.1,1,10408.236,0.44921823772236863
65,0.0031027849947541553,941.4835706734852,0.1,3,14069.125,0.0010830742617865222
66,0.0024282844001493,1077.942613556798,0.3,0.2,9640.517,2.0796655803008752
67,0.003349592485067613,960.8629928521148,0.3,0.4,10909.67,0.17529426932159473
68,0.0033045931435637414,946.0526381091516,0.3,0.6,13303.198,0.003318019238015627
69,0.0023775438203709506,706.6006626028237,0.3,0.8,12606.862,0.009724337473563771
70,0.0036328662583382802,1013.293507238407,0.3,1,14916.994,0.0003360266320661982
71,0.0036284198724775285,1007.419348281011,0.3,3,15833.608,0.00010195352029394294
72,0.003574337392074785,1111.3866924017411,1,0.2,12047.798,0.02409053550886945
73,0.0023873896212712508,885.8756116142237,1,0.4,13238.163,0.0036597002519315365
74,0.003125371016645933,1042.4685213531766,1,0.6,14427.261,0.0006551220671026445
75,0.002759503969045299,1060.7687099728441,1,0.8,14840.344,0.0003724951645173862
76,0.004366281170492146,1085.6255969036517,1,1,15665.725,0.00012617985638861
77,0.0020223556701808158,1053.1472580264901,1,3,17754.996,1.0317831331951681e-05
78,0.0026953930597461784,1034.7088228518014,3,0.2,12694.486,0.008466376556159538
79,0.003218173637830126,1087.2468038904958,3,0.4,14941.684,0.00032509407437454407
80,0.003553806244440144,910.6255597131387,3,0.6,15689.414,0.00012242371110433102
81,0.002046957237333606,945.2028993716449,3,0.8,16838.019,2.9797518300819658e-05
82,0.0021360366308823585,805.6339471610027,3,1,16654.532,3.709807146637133e-05
83,0.0019316223112370017,1139.3461614485902,3,3,18881.634,3.014452875432076e-06
84,0.003388909697137214,1099.1862375168682,5,0.2,13948.089,0.0012873771688111369
85,0.004181955101176655,1199.2670912718766,5,0.4,16632.476,3.809446608038184e-05
86,0.002688758251358568,1040.8889476211598,5,0.6,17281.946,1.770708713107817e-05
87,0.003247856851034491,994.6238611871946,5,0.8,17927.078,8.50765437516183e-06
88,0.003552703928669571,1063.8367549214013,5,1,18353.655,5.315556304972081e-06
89,0.0033857308274483976,1055.897133456166,5,3,18981.043,2.713929359191278e-06
90,0.011913584105622307,95.74065960824362,0.1,0.2,4328.618,18750583.132932004
91,0.013758744904522838,73.51412489329145,0.1,0.4,4167.819,39978177.94321812
92,0.011196481448023517,78.9662121500591,0.1,0.6,4271.315,24477552.051188163
93,0.010134344752999846,99.15075433888246,0.1,0.8,4390.415,14121750.3795867
94,0.007851223661324803,124.29255211942075,0.1,1,4602.678,5492728.58298689
95,0.012763894769374534,108.715102556553,0.1,3,4380.581,14769496.728359345
96,0.009026382262147905,115.47221188244906,0.3,0.2,4537.157,7316844.91834219
97,0.008647276724828425,96.92028919530969,0.3,0.4,4286.805,22768028.59719349
98,0.007418801541470362,113.77224049253792,0.3,0.6,4347.269,17205595.745058443
99,0.007600392590307151,105.46699974985869,0.3,0.8,4186.756,36512954.20826306
100,0.010853861878212696,112.2070151178156,0.3,1,4221.167,30999116.3696903
101,0.010321144143741046,115.23780867037658,0.3,3,4486.361,9164645.42943484
102,0.006554669410514971,95.09918467429213,1,0.2,4141.584,45359735.79512117
103,0.008032441538529469,94.1256737951692,1,0.4,3600.414,746364827.013947
104,0.012279393821934822,96.65805598017323,1,0.6,3765.33,304746768.841258
105,0.008507928451089605,91.2799412180323,1,0.8,4024.091,80657384.6704823
106,0.009500046496920524,103.44110952285939,1,1,4820.121,2181931.889646443
107,0.011379947948122101,94.47729427688898,1,3,6484.251,5791.6678376475065
108,0.010079913330799713,99.41933001931191,3,0.2,3536.174,1069861273.0832155
109,0.007583964193300227,106.83795100402784,3,0.4,5170.944,535307.4776182403
110,0.01172110766968773,105.46345430535654,3,0.6,6685.519,3142.6603929470066
111,0.01283464005910663,90.7300050278837,3,0.8,6512.177,5314.667241956564
112,0.006748039151434612,86.01624454103424,3,1,7409.653,401.8302227123464
113,0.011448304583067668,95.85080636253738,3,3,9292.122,4.342121145699482
114,0.01302813456983814,84.53644518331382,5,0.2,4069.927,64308385.7270782
115,0.010147385162087652,92.34286768165717,5,0.4,6545.212,4803.144374129882
116,0.015254555025831066,104.97544086909878,5,0.6,8101.58,67.39155896628918
117,0.012267059001826905,111.08731981612901,5,0.8,8853.573,11.419012538347799
118,0.010761265078468047,87.57460708773172,5,1,8222.94,50.056164888922375
119,0.010200276829058072,89.69743571464825,5,3,9589.676,2.3116459360753745
120,0.008800397589535845,301.7619609045033,0.1,0.2,6135.511,17497.871331715032
121,0.010260011121563335,302.95828649667004,0.1,0.4,6123.521,18195.993331146132
122,0.009664075660644988,267.90940617288607,0.1,0.6,5796.77,54485.20862055084
123,0.00977957584905198,282.26514279669317,0.1,0.8,5974.715,29761.589590422835
124,0.00797380232225564,300.32849281046884,0.1,1,6200.109,14191.016592311154
125,0.007935752659359288,304.54904492956985,0.1,3,7070.724,1024.9962940937273
126,0.010061729775534507,324.8642555054712,0.3,0.2,6263.461,11580.103689086349
127,0.014726935400067403,261.60222566966615,0.3,0.4,5642.157,93561.38985310757
128,0.012484099912600136,323.1021615282682,0.3,0.6,6956.653,1419.0352273784338
129,0.009832478661063309,263.02303383673086,0.3,0.8,6241.15,12436.769603833955
130,0.007988528504584372,276.9579031984532,0.3,1,6804.434,2208.8177347757096
131,0.011421092122760103,296.9306072529566,0.3,3,9230.281,4.962511755020276
132,0.01101366048136847,416.6924745998416,1,0.2,7059.013,1059.5473411357493
133,0.011594217741133922,315.5247857727939,1,0.4,7088.571,974.5993708905963
134,0.009995750207578886,307.2742726140028,1,0.6,8302.216,41.31611086536087
135,0.008233245524192611,262.65310164958237,1,0.8,8405.28,32.281692171245055
136,0.008785619553024378,272.00566927536835,1,1,9280.802,4.44928117902478
137,0.009498802520715988,309.92302018743055,1,3,13350.286,0.0030916377976914935
138,0.010493197426671558,320.60851726933214,3,0.2,6917.696,1587.707666280556
139,0.009171176218890173,312.28051958654896,3,0.4,10054.635,0.8967550021729146
140,0.010363416393391956,299.156118671722,3,0.6,11408.175,0.07172598290217473
141,0.009298079999386293,228.91086689106334,3,0.8,11361.557,0.07784719475512113
142,0.005814318476189794,271.53313473322123,3,1,12950.91,0.005675371478113235
143,0.010198407256332843,321.162126517307,3,3,15717.369,0.00011814164503245824
144,0.00424223514859187,325.85624156761196,5,0.2,9061.355,7.1802091521399785
145,0.009869269534719574,305.19505536310623,5,0.4,11963.156,0.02773860908900564
146,0.012156643156852073,311.0256666516552,5,0.6,12678.836,0.008677853496849745
147,0.009606673407784396,270.20095902503465,5,0.8,13291.711,0.0033758426990752686
148,0.008411144446082814,262.6091874166902,5,1,13724.541,0.0017784572136962972
149,0.009057330651364208,297.5167120407678,5,3,16266.991,5.940944185406604e-05
150,0.007327440895280677,1056.6480081256204,0.1,0.2,8119.784,64.43331436697801
151,0.009258025393213914,990.7539603125482,0.1,0.4,8629.059,19.08671687704156
152,0.009717474005493646,1019.9957907782211,0.1,0.6,9708.857,1.805668035956582
153,0.009370414073791473,846.0756500790078,0.1,0.8,9456.672,3.0565639023750224
154,0.01109422416899079,921.4797090047709,0.1,1,9945.186,1.1161994425393902
155,0.006597610591756422,1093.6416837953338,0.1,3,14943.443,0.00032432958995444255
156,0.010319643370083382,1006.6832322225501,0.3,0.2,8978.345,8.631260218920767
157,0.009724824641316018,941.4123058481496,0.3,0.4,10385.65,0.46916580088649107
158,0.006479299991723298,1040.973886084211,0.3,0.6,13526.186,0.0023795393816313237
159,0.009222687248218132,949.9267370829625,0.3,0.8,13946.267,0.0012907451161749796
160,0.007611976108033833,844.0987390426094,0.3,1,13756.703,0.0016971208780161434
161,0.01221308218801269,1078.4285057023658,0.3,3,15786.447,0.00010822113451223422
162,0.010803608943809176,1127.0751724639722,1,0.2,11441.968,0.0676060283799964
163,0.00926572977958431,1040.7960243142302,1,0.4,13584.441,0.002183557144673916
164,0.012255645608450286,1106.0638985279156,1,0.6,14391.434,0.0006885232236763384
165,0.01014746424214819,1046.4212934631573,1,0.8,14426.436,0.0006558717594483457
166,0.011275804348808639,989.9115292643347,1,1,14711.333,0.00044356725451415147
167,0.007861525808303736,871.1279341216174,1,3,17323.927,1.686836926547017e-05
168,0.009411391074432946,1045.7182648767232,3,0.2,12343.309,0.014837747510988429
169,0.004602824020280164,991.6563759856805,3,0.4,14576.653,0.0005331429750937375
170,0.011039092907798507,993.2376597464498,3,0.6,15588.305,0.00013932277249349093
171,0.012844861170558962,1061.0858145089812,3,0.8,16838.977,2.976363191987862e-05
172,0.011194823936058678,947.3655379826616,3,1,17148.749,2.0670506777822723e-05
173,0.010402762791205899,1024.8912929194048,3,3,18594.104,4.0972728482994095e-06
